concept_id,Extended_ID,Compact_ID,Mini_ID,ICD10-Block,ICD10-Chapter,Ethiopia Extended Name,Ethiopia Compact Name,Ethiopia Mini Name,Discrepancy among Ethiopia Names,Stripped Name,Ethiopia Name: Harmonized,Final-Name,Changes made to name? Yes/No,Notes on Final Name,WHO_ID,Orginal ICD10 Match: WHO_ID,ICD10 Match: Stripped Name,Discrepancy between ICD10 Match,Final ICD-10 Map Type,Final ICD-10 Map,Reference Only: ICD-10 Name,Change made to ICD-10 Map (based on WHO_ID)? Yes/No,Notes on Final ICD-10 Map,SAME-AS CIEL Map (Optional),SAME-AS ICD-10-CM Mapping (Optional),Secondary Mapping to WHO ICD-10 (Optional),Additional FMOH Action Recommended,Recommended Action for FMOH,Consolidated Review History
67,67,62,,A30,Infectious & Parasitic,Diphtheria (Nasopharyngeal),Diphtheria (Nasopharyngeal),,No,Nasopharyngeal diphtheria,Diphtheria (Nasopharyngeal),Diphtheria (Nasopharyngeal),No,,193,A36.1,A36.1,No,Same As,A36.1,Nasopharyngeal diphtheria,No,,,,,No,,
68,68,63,23,A30,Infectious & Parasitic,"Diphtheria (Diphtheria, unspecified)","Diphtheria (Diphtheria, unspecified)","Diphtheria (Diphtheria, unspecified)",No,"Diphtheria, unspecified","Diphtheria (Diphtheria, unspecified)","Diphtheria (Diphtheria, unspecified)",No,,197,A36.9,A36.9,No,Same As,A36.9,"Diphtheria, unspecified",No,,,,,No,,
69,69,64,24,A30,Infectious & Parasitic,Meningitis (Meningococcal meningitis),Meningitis (Meningococcal meningitis),Meningitis (Meningococcal meningitis),No,Meningococcal meningitis,Meningitis (Meningococcal meningitis),Meningitis (Meningococcal meningitis),No,,205,A39.0,A39.0,No,Same As,A39.0,Meningococcal meningitis,No,,,,,No,,
70,70,65,,A30,Infectious & Parasitic,Sepsis (Streptococcal sepsis),Sepsis (Streptococcal sepsis),,No,Streptococcal sepsis,Sepsis (Streptococcal sepsis),Sepsis (Streptococcal sepsis),No,,213,A40.-,A40.-,No,Narrower Than,A40.9,"Streptococcal sepsis, unspecified",Yes,"Mapped to A40.9 ""unspecified"" rather than to the category header",,,,No,,"AK: Note that Steptococcal sepsis is not the same as Sepsis. It is narrower than.

JP: Resolved"
71,71,66,25,A30,Infectious & Parasitic,Sepsis (Other sepsis),Sepsis (Other sepsis),Sepsis (Other sepsis),No,Other sepsis,Sepsis (Other sepsis),Sepsis (Other sepsis),No,,220,A41.-,A41.-,No,Same As,A41.9,"Sepsis, unspecified",Yes,Mapped to A41.9 -- should not map to category header unless no descendants defined,,,,Yes,"Retire -- this is duplicate of A41.9 ""unspecified"", which is also included in the list -- A41.9 should be the code used in the mini edition rather than the category header","AK: Sepsis (Other) is also not a good term. Other than ""what""? If the dictionary does not include specified other sepsis diagnoses, then this becomes just Sepsis (unspecified)."
72,72,67,,A30,Infectious & Parasitic,Sepsis (Sepsis due to Staphylococcus aureus),Sepsis (Sepsis due to Staphylococcus aureus),,No,Sepsis due to Staphylococcus aureus,Sepsis (Sepsis due to Staphylococcus aureus),Sepsis (Sepsis due to Staphylococcus aureus),No,,221,A41.0,A41.0,No,Same As,A41.0,Sepsis due to Staphylococcus aureus,No,,,,,No,,
73,73,68,,A30,Infectious & Parasitic,Sepsis (Sepsis due to unspecified staphylococcus),Sepsis (Sepsis due to unspecified staphylococcus),,No,Sepsis due to unspecified staphylococcus,Sepsis (Sepsis due to unspecified staphylococcus),Sepsis (Sepsis due to unspecified staphylococcus),No,,223,A41.2,A41.2,No,Same As,A41.2,Sepsis due to unspecified staphylococcus,No,,,,,No,,
74,74,69,,A30,Infectious & Parasitic,Sepsis (Sepsis due to anaerobes),Sepsis (Sepsis due to anaerobes),,No,Sepsis due to anaerobes,Sepsis (Sepsis due to anaerobes),Sepsis (Sepsis due to anaerobes),No,,225,A41.4,A41.4,No,Same As,A41.4,Sepsis due to anaerobes,No,,,,,No,,
75,75,70,,A30,Infectious & Parasitic,Sepsis (Sepsis due to other Gram-negative organisms),Sepsis (Sepsis due to other Gram-negative organisms),,No,Sepsis due to other Gram-negative organisms,Sepsis (Sepsis due to other Gram-negative organisms),Sepsis (Sepsis due to other Gram-negative organisms),No,,226,A41.5,A41.5,No,Same As,A41.5,Sepsis due to other Gram-negative organisms,No,,,,,No,,
76,76,71,,A30,Infectious & Parasitic,Sepsis (Other specified sepsis),Sepsis (Other specified sepsis),,No,Other specified sepsis,Sepsis (Other specified sepsis),Sepsis (Other specified sepsis),No,,227,A41.8,A41.8,No,Same As,A41.8,Other specified sepsis,No,,,,,No,,
77,77,72,,A30,Infectious & Parasitic,"Sepsis (Sepsis, unspecified)","Sepsis (Sepsis, unspecified)",,No,"Sepsis, unspecified","Sepsis (Sepsis, unspecified)","Sepsis (Sepsis, unspecified)",No,,228,A41.9,A41.9,No,Same As,A41.9,"Sepsis, unspecified",No,,,,,Yes,Include this in the mini edition rather than the category header,
78,78,73,,A30,Infectious & Parasitic,Erysipelas,Erysipelas,,No,Erysipelas,Erysipelas,Erysipelas,No,,246,A46,A46,No,Same As,A46,Erysipelas,No,,,,,No,,
79,79,74,,A30,Infectious & Parasitic,"Bacterial Diseases (Other bacterial diseases, not elsewhere classified)","Bacterial Diseases (Other bacterial diseases, not elsewhere classified)",,No,"Other bacterial diseases, not elsewhere classified","Bacterial Diseases (Other bacterial diseases, not elsewhere classified)","Bacterial Disease (Other bacterial diseases, not elsewhere classified)",Yes,Changed the disease name to singular rather than plural,247,A48.-,A48.-,No,Same As,A48.8,Other specified bacterial diseases,Yes,"Mapped to A48.8 ""Other"" rather than the category header",,,,No,,"JP: Confirm that A48.8 is correct given that there is no ""unspecified"" code in ICD-10 for A48.

AK: This is a problem. Similar to Sepsis, there is no clear definition of what ""other"" means. Also, individual patients do not come in with ""bacterial diseaseS"". They come in with an unspecified bacterial disease (which just is not one of the other specified ones). If they HAVE to keep terms for ""other"" than at least make them singular.

JP: Resolved plural name to singular"
80,80,75,,A30,Infectious & Parasitic,Gangrene (Gas gangrene),Gangrene (Gas gangrene),,No,Gas gangrene,Gangrene (Gas gangrene),Gangrene (Gas gangrene),No,,248,A48.0,A48.0,No,Same As,A48.0,Gas gangrene,No,,,,,No,,
81,81,76,,A30,Infectious & Parasitic,Toxic shock syndrome,Toxic shock syndrome,,No,Toxic shock syndrome,Toxic shock syndrome,Toxic shock syndrome,No,,251,A48.3,A48.3,No,Same As,A48.3,Toxic shock syndrome,No,,,,,No,,
82,82,77,26,A30,Infectious & Parasitic,Infection (Bacterial infection of unspecified site),Infection (Bacterial infection of unspecified site),Infection (Bacterial infection of unspecified site),No,Bacterial infection of unspecified site,Infection (Bacterial infection of unspecified site),Infection (Bacterial infection of unspecified site),No,,254,A49.-,A49.-,No,Same As,A49.9,"Bacterial infection, unspecified",Yes,"Mapped to A49.9 ""unspecified"" rather than to category header",,,,Yes,"Retire -- this is a duplicate of A49.9 ""unspecified"" which is also included in the NCoD (all editions)","JP: Please confirm recommendation to retire this concept.

AK: Yes. It is redundant and ""Infection"" is a bad main term as there are many other kinds of infection other than bacterial."
83,83,78,27,A30,Infectious & Parasitic,"Bacterial infection, unspecified","Bacterial infection, unspecified","Bacterial infection, unspecified",No,"Bacterial infection, unspecified","Bacterial infection, unspecified","Bacterial infection, unspecified",No,,260,A49.9,A49.9,No,Same As,A49.9,"Bacterial infection, unspecified",No,,,,,No,,
84,84,79,28,A50,Infectious & Parasitic,Congenital syphilis,Congenital syphilis,Congenital syphilis,No,Congenital syphilis,Congenital syphilis,Congenital syphilis,No,,261,A50.-,A50.-,No,Same As,A50.9,"Congenital syphilis, unspecified",Yes,"Mapped to A50.9 ""unspecified"" rather than to category header",,,,No,,
85,85,80,,A50,Infectious & Parasitic,Early syphilis,Early syphilis,,No,Early syphilis,Early syphilis,Early syphilis,No,,271,A51.-,A51.-,No,Same As,A51.9,"Early syphilis, unspecified",Yes,"Mapped to A51.9 ""unspecified"" rather than to category header",,,,No,,
86,86,81,29,A50,Infectious & Parasitic,Syphilis (Primary genital syphilis),Syphilis (Primary genital syphilis),Syphilis (Primary genital syphilis),No,Primary genital syphilis,Syphilis (Primary genital syphilis),Syphilis (Primary genital syphilis),No,,272,A51.0,A51.0,No,Same As,A51.0,Primary genital syphilis,No,,,,,No,,
87,87,82,,A50,Infectious & Parasitic,Primary syphilis of other sites,Primary syphilis of other sites,,No,Primary syphilis of other sites,Primary syphilis of other sites,Primary syphilis of other sites,No,,274,A51.2,A51.2,No,Same As,A51.2,Primary syphilis of other sites,No,,,,,No,,
88,88,83,,A50,Infectious & Parasitic,Other secondary syphilis,Other secondary syphilis,,No,Other secondary syphilis,Other secondary syphilis,Other secondary syphilis,No,,276,A51.4,A51.4,No,Same As,A51.4,Other secondary syphilis,No,,,,,No,,
89,89,84,,A50,Infectious & Parasitic,Late syphilis,Late syphilis,,No,Late syphilis,Late syphilis,Late syphilis,No,,279,A52.-,A52.-,No,Same As,A52.9,"Late syphilis, unspecified",Yes,"Mapped to A52.9 ""unspecified"" rather than to category header",,,,Yes,,
90,90,85,30,A50,Infectious & Parasitic,"Syphilis (Syphilis, unspecified)","Syphilis (Syphilis, unspecified)","Syphilis (Syphilis, unspecified)",No,"Syphilis, unspecified","Syphilis (Syphilis, unspecified)","Syphilis (Syphilis, unspecified)",No,,289,A53.9,A53.9,No,Same As,A53.9,"Syphilis, unspecified",No,,,,,No,,
91,91,86,,A50,Infectious & Parasitic,Gonococcal Infection,Gonococcal Infection,,No,Gonococcal infection,Gonococcal Infection,Gonococcal Infection,No,,290,A54.-,A54.-,No,Same As,A54.9,"Gonococcal infection, unspecified",Yes,"Mapped to A54.9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring this duplicate term and adding the additional text to #92 as a synonym,"JP: FMOH proposed including A54 and A54.9 -- however, the naming they used for A54.9 includes sexual transmission, which is not part of the ICD-10 definition. Should this be considered a more specific version of the disease and we include both?

JP: Resolved"
92,92,87,31,A50,Infectious & Parasitic,"Sexual Transmission (Gonococcal infection, unspecified)","Sexual Transmission (Gonococcal infection, unspecified)","Sexual Transmission (Gonococcal infection, unspecified)",No,"Gonococcal infection, unspecified","Sexual Transmission (Gonococcal infection, unspecified)","Sexual Transmission (Gonococcal infection, unspecified)",No,,299,A54.9,A54.9,No,Narrower Than,A54.9,"Gonococcal infection, unspecified",No,,,,,No,,"JP: See comment above.

AK: Since they apparently want to create a new concept for Sexually transmitted gonococcal infection, then creating a new concept is appropriate. Need to check if the code should be the same, however."
93,93,88,32,A50,Infectious & Parasitic,Chancroid (Chlamydial lymphogranuloma (venereum)),Chancroid (Chlamydial lymphogranuloma (venereum)),Chancroid (Chlamydial lymphogranuloma (venereum)),No,Chlamydial lymphogranuloma (venereum),Chancroid (Chlamydial lymphogranuloma (venereum)),Chancroid (Chlamydial lymphogranuloma (venereum)),No,,300,A55,A55,No,Same As,A55,Chlamydial lymphogranuloma (venereum),No,,135462,,,No,,"DT: Possible duplicate code. ICD-10 classifies ""A55 Chlamydial lymphogranuloma (venereum)"" and ""A57 Chancroid"", both extended codes ""93 Chancroid (Chlamydial lymphogranuloma (venereum))"" and ""96 Chlamydial lymphogranuloma (venereum) (Chancroid)"" appear to merge these two codes. Suggest revising extended code 93 to be ""Chlamydial lymphogranuloma (venereum)"" and extended code 96 to be ""Chancroid"", and revising compact and mini code names accordingly.

FMOH: not a duplicate

DT: Further review with FMoH - should A55 or A57 be used?

ASK: This appears to be a header term as they are not the same thing. I would retire this term. Lymphogranuloma venereum IS a concept itself. This is CIEL 135462

JP: Unclear how to move forward. A55 appears to be correct, but previous comment from ASK says to retire. However, CIEL:135462 is mapped directly to A55. Given our approach, my recommendation is to map to A55 and to CEIL:135462.

AK: This is correct, 135462 mapped SAME-AS to A55."
94,94,89,,A50,Infectious & Parasitic,Chlamydial Infection (Chlamydial infection of lower genitourinary tract),Chlamydial Infection (Chlamydial infection of lower genitourinary tract),,No,Chlamydial infection of lower genitourinary tract,Chlamydial Infection (Chlamydial infection of lower genitourinary tract),Chlamydial Infection (Chlamydial infection of lower genitourinary tract),No,,302,A56.0,A56.0,No,Same As,A56.0,Chlamydial infection of lower genitourinary tract,No,,,,,No,,
95,95,90,33,A50,Infectious & Parasitic,Sexual Transmission (Chlamydial infection of anus and rectum),Sexual Transmission (Chlamydial infection of anus and rectum),Sexual Transmission (Chlamydial infection of anus and rectum),No,Chlamydial infection of anus and rectum,Sexual Transmission (Chlamydial infection of anus and rectum),Sexual Transmission (Chlamydial infection of anus and rectum),No,,305,A56.3,A56.3,No,Same As,A56.3,Chlamydial infection of anus and rectum,No,,,,,No,,
96,96,91,34,A50,Infectious & Parasitic,Chlamydial lymphogranuloma (venereum) (Chancroid),Chlamydial lymphogranuloma (venereum) (Chancroid),Chlamydial lymphogranuloma (venereum) (Chancroid),No,Chancroid,Chlamydial lymphogranuloma (venereum) (Chancroid),Chlamydial lymphogranuloma (venereum) (Chancroid),No,,308,A57,A57,No,Same As,A57,Chancroid,No,,145762,,,No,,"DT: Possible duplicate code. ICD-10 classifies ""A55 Chlamydial lymphogranuloma (venereum)"" and ""A57 Chancroid"", both extended codes ""93 Chancroid (Chlamydial lymphogranuloma (venereum))"" and ""96 Chlamydial lymphogranuloma (venereum) (Chancroid)"" appear to merge these two codes. Suggest revising extended code 93 to be ""Chlamydial lymphogranuloma (venereum)"" and extended code 96 to be ""Chancroid"", and revising compact and mini code names accordingly.

FMOH: not a duplicate

DT: Further review with FMoH - should A55 or A57 be used?

ASK: Chancroid is different from above.  CIEL 145762

JP: Please confirm that mapping to category header A57 is appropriate given that it does not have any sub-codes.

AK: Correct CIEL 145762 mapped to A57."
97,97,92,35,A50,Infectious & Parasitic,Trichomoniasis (Trichomoni vaginalis),Trichomoniasis (Trichomoni vaginalis),Trichomoniasis (Trichomoni vaginalis),No,Urogenital trichomoniasis,Trichomoniasis (Trichomoni vaginalis),Trichomoniasis (Trichomoni vaginalis),No,,310,A59.-,A59.0,Yes,Same As,A59.0,Urogenital trichomoniasis,Yes,Mapped to A59.0 rather than category header,,,,Yes,"Confirm that mapping to ""Trichomoniasis vaginalis"" (A59.0 -- see inclusion criteria) is correct and not ""Trichomoniasis"" (A59.9)","DT: ICD-10-CM classifies ""A59.00 Urogenital trichomoniasis, unspecified"" to mean ""Fluor (vaginalis) due to Trichomonas"" or ""Leukorrhea (vaginalis) due to Trichomonas"". Given that the custom name ""Trichomoniasis (Trichomoni vaginalis)"", please confirm if the ICD-10-CM code A59.00 should be used, instead of the more generic, WHO ID matched ICD-10 code ""A59.- Trichomoniasis"".

DT: Further review with FMoH - should A59.- or A59.00 be used?

ASK: This is also a header code which should be retired. If you are going to use a generic term for Trichomoniasis

JP: Confirm this approach -- creating Same As mapping to A59.0 and will provide recommendation to MOH to confirm.

AK: Technically there can be other forms of trichomonal infection. Including vaginalis would help ensure mapping to A59.0 (not A59.00)"
98,98,93,36,A50,Infectious & Parasitic,Sexual Transmission (Anogenital herpesviral [herpes simplex] infection),Sexual Transmission (Anogenital herpesviral [herpes simplex] infection),Sexual Transmission (Anogenital herpesviral [herpes simplex] infection),No,Anogenital herpesviral [herpes simplex] infection,Sexual Transmission (Anogenital herpesviral [herpes simplex] infection),Sexual Transmission (Anogenital herpesviral [herpes simplex] infection),No,,314,A60.-,A60.-,No,Same As,A60.9,"Anogenital herpesviral infection, unspecified",Yes,"Mapped to A60.9 ""unspecified"" - should not map to category header",,,,Yes,"Recommend retiring since A60.9 ""unspecified"" is a duplicate of #100. Alternatively, change this term to ""Herpesviral infection of genitalia and urogenital tract"" if appropriate and map to A60.0","JP: Please confirm that recommendation at left is correct, as this will be a duplicate mapping to A60.9.

AK: Duplicate mappings are not a problem. However, duplicate concepts are. If name is not being changed to include genitalia and urogenital tract, then this should be retired."
99,99,94,,A50,Infectious & Parasitic,Herpesviral Infection (Herpesviral infection of perianal skin and rectum),Herpesviral Infection (Herpesviral infection of perianal skin and rectum),,No,Herpesviral infection of perianal skin and rectum,Herpesviral Infection (Herpesviral infection of perianal skin and rectum),Herpesviral Infection (Herpesviral infection of perianal skin and rectum),No,,316,A60.1,A60.1,No,Same As,A60.1,Herpesviral infection of perianal skin and rectum,No,,,,,No,,
