concept_id,extra_icd10_block,extra_icd10_chapter,name
1574,Q38,Congenital Malformations,Hirschsprung disease
1575,Q38,Congenital Malformations,Ectopic anus
1576,Q50,Congenital Malformations,"Congenital malformation of uterus and cervix, unspecified"
1577,Q50,Congenital Malformations,Imperforate hymen
1578,Q50,Congenital Malformations,"Congenital malformation of female genitalia, unspecified"
1579,Q50,Congenital Malformations,Undescended testicle
1580,Q50,Congenital Malformations,Hypospadias
1581,Q50,Congenital Malformations,"Congenital malformation of male genital organ, unspecified"
1582,Q60,Congenital Malformations,"Polycystic kidney, unspecified"
1583,Q60,Congenital Malformations,Ectopic kidney
1584,Q65,Congenital Malformations,Talipes equinovarus
1585,Q65,Congenital Malformations,Talipes calcaneovarus
1586,Q65,Congenital Malformations,Metatarsus varus
1587,Q65,Congenital Malformations,Other specified congenital musculoskeletal deformities
1588,Q65,Congenital Malformations,Polydactyly
1589,Q65,Congenital Malformations,Other reduction defects of upper limb(s)
1590,Q65,Congenital Malformations,Reduction defects of lower limb
1591,Q65,Congenital Malformations,Macrocephaly
1592,Q65,Congenital Malformations,Spina bifida occulta
1593,Q65,Congenital Malformations,"Other congenital malformations of spine, not associated with scoliosis"
1594,Q65,Congenital Malformations,Osteopetrosis
1595,Q65,Congenital Malformations,"Congenital malformations of the musculoskeletal system, not elsewhere classified"
1596,Q65,Congenital Malformations,Gastroschisis
1597,Q80,Congenital Malformations,Ichthyosis Vulgaris
1598,Q80,Congenital Malformations,Xeroderma Pigmentosum
1599,Q80,Congenital Malformations,Neurofibromatosis (Neurofibromatosis (nonmalignant))
1600,Q80,Congenital Malformations,Conjoined twins
1601,Q90,Congenital Malformations,Down syndrome
1602,Q90,Congenital Malformations,"Edwards syndrome, unspecified"
1603,Q90,Congenital Malformations,"Patau syndrome, unspecified"
1604,Q90,Congenital Malformations,Turner syndrome
1605,Q90,Congenital Malformations,"Klinefelter syndrome, unspecified"
1606,Q90,Congenital Malformations,"46,XX true hermaphrodite"
1607,Q90,Congenital Malformations,Chromosomal Abnormality (other specified chromosome abnormalities)
1608,Q90,Congenital Malformations,"Chromosomal abnormality, unspecified"
1609,R00,"Symptoms, Signs, Findings",Heart Beat (Abnormalities of heart beat)
1610,R00,"Symptoms, Signs, Findings","Heartbeat (Tachycardia, unspecified)"
1611,R00,"Symptoms, Signs, Findings","Heartbeat (Bradycardia, unspecified)"
1612,R00,"Symptoms, Signs, Findings",Heartbeat (Palpitations)
1613,R00,"Symptoms, Signs, Findings","Murmur (Cardiac) (Cardiac murmur, unspecified)"
1614,R00,"Symptoms, Signs, Findings","Gangrene, not elsewhere classified"
1615,R00,"Symptoms, Signs, Findings","Blood-Pressure (Abnormal blood-pressure reading, without diagnosis)"
1616,R00,"Symptoms, Signs, Findings","Elevated blood-pressure reading, without diagnosis of hypertension"
1617,R00,"Symptoms, Signs, Findings",Nonspecific low blood-pressure reading
1618,R00,"Symptoms, Signs, Findings",Haemorrhage from respiratory passages
1619,R00,"Symptoms, Signs, Findings",Epistaxis
1620,R00,"Symptoms, Signs, Findings",Haemoptysis
1621,R00,"Symptoms, Signs, Findings","Haemorrhage (Haemorrhage from respiratory passages, unspecified)"
1622,R00,"Symptoms, Signs, Findings",Cough
1623,R00,"Symptoms, Signs, Findings",Respiratory Disorder (Abnormalities of breathing)
1624,R00,"Symptoms, Signs, Findings",Dyspnoea
1625,R00,"Symptoms, Signs, Findings",Stridor
1626,R00,"Symptoms, Signs, Findings",Wheezing
1627,R00,"Symptoms, Signs, Findings",Hyperventilation
1628,R00,"Symptoms, Signs, Findings",Mouth breathing
1629,R00,"Symptoms, Signs, Findings",Hiccough
1630,R00,"Symptoms, Signs, Findings",Sneezing
1631,R00,"Symptoms, Signs, Findings",Pain (Pain in throat and chest)
1632,R00,"Symptoms, Signs, Findings",Pain in throat
1633,R00,"Symptoms, Signs, Findings",Pain (Chest pain on breathing)
1634,R00,"Symptoms, Signs, Findings",Precordial pain
1635,R00,"Symptoms, Signs, Findings","Pain (Chest pain, unspecified)"
1636,R00,"Symptoms, Signs, Findings",Other symptoms and signs involving the circulatory and respiratory systems
1637,R00,"Symptoms, Signs, Findings","Asphyxia (Intrauterine hypoxia, unspecified)"
1638,R00,"Symptoms, Signs, Findings",Pleurisy
1639,R00,"Symptoms, Signs, Findings",Respiratory Arrest
1640,R00,"Symptoms, Signs, Findings",Sputum (Abnormal sputum)
1641,R10,"Symptoms, Signs, Findings",Pain (Abdominal and pelvic pain)
1642,R10,"Symptoms, Signs, Findings",Acute Abdomen
1643,R10,"Symptoms, Signs, Findings",Pain (Pain localized to upper abdomen)
1644,R10,"Symptoms, Signs, Findings",Pain (Pelvic and perineal pain)
1645,R10,"Symptoms, Signs, Findings",Pain (Pain localized to other parts of lower abdomen)
1646,R10,"Symptoms, Signs, Findings",Other and unspecified abdominal pain
1647,R10,"Symptoms, Signs, Findings",Vomiting (Nausea and vomiting)
1648,R10,"Symptoms, Signs, Findings",Heartburn
1649,R10,"Symptoms, Signs, Findings",Dysphagia
1650,R10,"Symptoms, Signs, Findings",Flatulence (Flatulence and related conditions)
1651,R10,"Symptoms, Signs, Findings",Faecal incontinence
1652,R10,"Symptoms, Signs, Findings","Hepatomegaly (Hepatomegaly, not elsewhere classified)"
1653,R10,"Symptoms, Signs, Findings","Splenomegaly (Splenomegaly, not elsewhere classified)"
1654,R10,"Symptoms, Signs, Findings","Hepatosplenomegaly (Hepatomegaly with splenomegaly, not elsewhere classified)"
1655,R10,"Symptoms, Signs, Findings",Jaundice (Unspecified jaundice)
1656,R10,"Symptoms, Signs, Findings",Severe Jaundice (Unspecified jaundice)
1657,R10,"Symptoms, Signs, Findings",Ascites
1658,R10,"Symptoms, Signs, Findings",Other symptoms and signs involving the digestive system and abdomen
1659,R10,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Intra-abdominal and pelvic swelling, mass and lump)"
1660,R10,"Symptoms, Signs, Findings",Bowel Sounds (Abnormal bowel sounds)
1661,R10,"Symptoms, Signs, Findings",Visible peristalsis
1662,R10,"Symptoms, Signs, Findings",Abdominal rigidity
1663,R10,"Symptoms, Signs, Findings",Bowel Habit (Change in bowel habit)
1664,R10,"Symptoms, Signs, Findings",Other faecal abnormalities
1665,R10,"Symptoms, Signs, Findings",Halitosis
1666,R10,"Symptoms, Signs, Findings",Other specified symptoms and signs involving the digestive system and abdomen
1667,R20,"Symptoms, Signs, Findings",Disturbances of skin sensation
1668,R20,"Symptoms, Signs, Findings",Paraesthesia (Paraesthesia of skin)
1669,R20,"Symptoms, Signs, Findings",Hyperaesthesia
1670,R20,"Symptoms, Signs, Findings",Rash and other nonspecific skin eruption
1671,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump of skin and subcutaneous tissue)"
1672,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, head)"
1673,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, neck)"
1674,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, trunk)"
1675,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, upper limb)"
1676,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, lower limb)"
1677,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, multiple sites)"
1678,R20,"Symptoms, Signs, Findings","Mass, Lump, Swelling (Localized swelling, mass and lump, unspecified)"
1679,R20,"Symptoms, Signs, Findings",Other skin changes
1680,R20,"Symptoms, Signs, Findings",Cyanosis
1681,R20,"Symptoms, Signs, Findings",Pallor
1682,R20,"Symptoms, Signs, Findings",Flushing
1683,R20,"Symptoms, Signs, Findings",Changes In Skin Texture
1684,R25,"Symptoms, Signs, Findings",Abnormal involuntary movements
1685,R25,"Symptoms, Signs, Findings",Abnormal head movements
1686,R25,"Symptoms, Signs, Findings","Tremor (Tremor, unspecified)"
1687,R25,"Symptoms, Signs, Findings",Cramp and spasm
1688,R25,"Symptoms, Signs, Findings",Fasciculation
1689,R25,"Symptoms, Signs, Findings",Other and unspecified abnormal involuntary movements
1690,R25,"Symptoms, Signs, Findings",Abnormalities of gait and mobility
1691,R25,"Symptoms, Signs, Findings",Ataxic gait
1692,R25,"Symptoms, Signs, Findings","Difficulty in walking, not elsewhere classified"
1693,R25,"Symptoms, Signs, Findings",Immobility
1694,R25,"Symptoms, Signs, Findings",Tetany
1695,R25,"Symptoms, Signs, Findings",Meningismus
1696,R25,"Symptoms, Signs, Findings",Abnormal reflex
1697,R25,"Symptoms, Signs, Findings",Abnormal posture
1698,R25,"Symptoms, Signs, Findings","Tendency to fall, not elsewhere classified"
1699,R30,"Symptoms, Signs, Findings",Pain (Pain associated with micturition)
1700,R30,"Symptoms, Signs, Findings",Dysuria
1701,R30,"Symptoms, Signs, Findings",Vesical tenesmus
1702,R30,"Symptoms, Signs, Findings","Pain (Painful micturition, unspecified)"
1703,R30,"Symptoms, Signs, Findings",Hematuria (Unspecified haematuria)
1704,R30,"Symptoms, Signs, Findings",Urinary Incontinence (Unspecified urinary incontinence)
1705,R30,"Symptoms, Signs, Findings",Retention Of Urine
1706,R30,"Symptoms, Signs, Findings",Anuria & Oliguria (Anuria and oliguria)
1707,R30,"Symptoms, Signs, Findings",Polyuria
1708,R30,"Symptoms, Signs, Findings",Urethral Discharge
1709,R40,"Symptoms, Signs, Findings","Somnolence, stupor and coma"
1710,R40,"Symptoms, Signs, Findings",Stupor
1711,R40,"Symptoms, Signs, Findings","Coma (Coma, unspecified)"
1712,R40,"Symptoms, Signs, Findings",Other symptoms and signs involving cognitive functions and awareness
1713,R40,"Symptoms, Signs, Findings","Disorientation (Disorientation, unspecified)"
1714,R40,"Symptoms, Signs, Findings",Anterograde amnesia
1715,R40,"Symptoms, Signs, Findings",Retrograde amnesia
1716,R40,"Symptoms, Signs, Findings",Other amnesia
1717,R40,"Symptoms, Signs, Findings",Other and unspecified symptoms and signs involving cognitive functions and awareness
1718,R40,"Symptoms, Signs, Findings",Disturbances of smell and taste
1719,R40,"Symptoms, Signs, Findings",Other symptoms and signs involving general sensations and perceptions
1720,R40,"Symptoms, Signs, Findings",Auditory hallucinations
1721,R40,"Symptoms, Signs, Findings",Visual hallucinations
1722,R40,"Symptoms, Signs, Findings",Other hallucinations
1723,R40,"Symptoms, Signs, Findings","Hallucination (Hallucinations, unspecified)"
1724,R40,"Symptoms, Signs, Findings",Other and unspecified symptoms and signs involving general sensations and perceptions
1725,R40,"Symptoms, Signs, Findings",Nervousness
1726,R40,"Symptoms, Signs, Findings",Restlessness and agitation
1727,R40,"Symptoms, Signs, Findings",Unhappiness
1728,R40,"Symptoms, Signs, Findings",Irritability and anger
1729,R40,"Symptoms, Signs, Findings",Hostility
1730,R40,"Symptoms, Signs, Findings",Physical Violence
1731,R40,"Symptoms, Signs, Findings","State of emotional shock and stress, unspecified"
1732,R40,"Symptoms, Signs, Findings",Very low level of personal hygiene
1733,R40,"Symptoms, Signs, Findings",Bizarre personal appearance
1734,R40,"Symptoms, Signs, Findings",Slowness and poor responsiveness
1735,R47,"Symptoms, Signs, Findings","Speech disturbances, not elsewhere classified"
1736,R47,"Symptoms, Signs, Findings",Aphasia (Dysphasia and aphasia)
1737,R47,"Symptoms, Signs, Findings",Voice Disturbances
1738,R50,"Symptoms, Signs, Findings",Fever (Fever of other and unknown origin)
1739,R50,"Symptoms, Signs, Findings",Other specified fever
1740,R50,"Symptoms, Signs, Findings",Severe febrile disease (Other specified fever)
1741,R50,"Symptoms, Signs, Findings",Fever (Unspecified)
1742,R50,"Symptoms, Signs, Findings",Headache
1743,R50,"Symptoms, Signs, Findings","Toothache (Pain, not elsewhere classified)"
1744,R50,"Symptoms, Signs, Findings",Pain (Acute pain)
1745,R50,"Symptoms, Signs, Findings",Chronic intractable pain
1746,R50,"Symptoms, Signs, Findings",Pain (Other chronic pain)
1747,R50,"Symptoms, Signs, Findings","Pain (Pain, unspecified)"
1748,R50,"Symptoms, Signs, Findings",Malaise & Fatigue (Malaise and fatigue)
1749,R50,"Symptoms, Signs, Findings",Syncope And Collapse
1750,R50,"Symptoms, Signs, Findings","Convulsions, not elsewhere classified"
1751,R50,"Symptoms, Signs, Findings",Fever (Febrile convulsions)
1752,R50,"Symptoms, Signs, Findings","Shock, not elsewhere classified"
1753,R50,"Symptoms, Signs, Findings",Shock (Cardiogenic shock)
1754,R50,"Symptoms, Signs, Findings",Shock (Hypovolaemic shock)
1755,R50,"Symptoms, Signs, Findings",Shock (Septic shock)
1756,R50,"Symptoms, Signs, Findings",Other shock
1757,R50,"Symptoms, Signs, Findings","Shock (Shock, unspecified)"
1758,R50,"Symptoms, Signs, Findings","Haemorrhage (Haemorrhage, not elsewhere classified)"
1759,R50,"Symptoms, Signs, Findings",Enlarged lymph nodes
1760,R50,"Symptoms, Signs, Findings",Localized enlarged lymph nodes
1761,R50,"Symptoms, Signs, Findings",Generalized enlarged lymph nodes
1762,R50,"Symptoms, Signs, Findings","Oedema, not elsewhere classified"
1763,R50,"Symptoms, Signs, Findings",Edema (Localized oedema)
1764,R50,"Symptoms, Signs, Findings",Generalized oedema
1765,R50,"Symptoms, Signs, Findings","Edema (Oedema, unspecified)"
1766,R50,"Symptoms, Signs, Findings",Development Delay (Delayed milestone)
1767,R50,"Symptoms, Signs, Findings","Development (Lack of expected normal physiological development, unspecified)"
1768,R50,"Symptoms, Signs, Findings",Anorexia
1769,R50,"Symptoms, Signs, Findings",Polydipsia
1770,R50,"Symptoms, Signs, Findings",Weight Loss (Abnormal weight loss)
1771,R50,"Symptoms, Signs, Findings",Weight gain (Abnormal weight gain)
1772,R50,"Symptoms, Signs, Findings",Underweight (Insufficient intake of food and water due to self neglect)
1773,R50,"Symptoms, Signs, Findings",Cachexia (Other symptoms and signs concerning food and fluid intake)
1774,R50,"Symptoms, Signs, Findings","Dry Mouth (Dry mouth, unspecified)"
1775,R50,"Symptoms, Signs, Findings",Clubbing (Clubbing of fingers)
1776,R70,"Symptoms, Signs, Findings","Examination, Encounter (Laboratory evidence of human immunodeficiency virus [HIV])"
1777,S00,"Injury, Poison, External","Head (Superficial injury of head, part unspecified)"
1778,S00,"Injury, Poison, External",Fracture (Fracture of skull and facial bones)
1779,S00,"Injury, Poison, External",Fracture of malar and maxillary bones
1780,S00,"Injury, Poison, External",Dental Disorder (Fracture of tooth)
1781,S00,"Injury, Poison, External",Fracture of mandible
1782,S00,"Injury, Poison, External","Fracture (Fracture of skull and facial bones, part unspecified)"
1783,S00,"Injury, Poison, External","Dislocation, Sprain And Strain Of Joints And Ligaments Of Head"
1784,S00,"Injury, Poison, External",Dislocation of jaw
1785,S00,"Injury, Poison, External",Dental Disorder (Dislocation of tooth)
1786,S00,"Injury, Poison, External",Sprain and strain of jaw
1787,S00,"Injury, Poison, External",Head (Injury of eye and orbit)
1788,S00,"Injury, Poison, External",Concussion
1789,S00,"Injury, Poison, External",Head (Crushing injury of head)
1790,S00,"Injury, Poison, External","Head (Crushing injury of head, part unspecified)"
1791,S10,"Injury, Poison, External",Fracture (Fracture of neck)
1792,S10,"Injury, Poison, External",Fracture (Multiple fractures of cervical spine)
1793,S20,"Injury, Poison, External",Fracture (Fracture of thoracic vertebra)
1794,S20,"Injury, Poison, External",Fracture (Fracture of rib)
1795,S20,"Injury, Poison, External",Hemopneumothorax (Traumatic haemopneumothorax)
1796,S30,"Injury, Poison, External","Abdomen, Lower back, Pelvis (Superficial injury of abdomen, lower back and pelvis)"
1797,S30,"Injury, Poison, External",Open wound of abdominal wall
1798,S30,"Injury, Poison, External",Fracture (Fracture of lumbar spine and pelvis)
1799,S30,"Injury, Poison, External",Fracture (Fracture of pubis)
1800,S30,"Injury, Poison, External",Fracture (Fracture of other and unspecified parts of lumbar spine and pelvis)
1801,S30,"Injury, Poison, External",Abdomen (Injury of intra-abdominal organs)
1802,S30,"Injury, Poison, External","Abdomen, Lower back, Pelvis (Injury of muscle and tendon of abdomen, lower back and pelvis)"
1803,S30,"Injury, Poison, External",Abdomen (Injury of intra-abdominal organ(s) with pelvic organ(s))
1804,S30,"Injury, Poison, External","Abdomen, Lower back, Pelvis (Unspecified injury of abdomen, lower back and pelvis)"
1805,S40,"Injury, Poison, External","Injury (Superficial injury of shoulder and upper arm, unspecified)"
1806,S40,"Injury, Poison, External",Open wound of shoulder and upper arm
1807,S40,"Injury, Poison, External",Fracture (Fracture of shoulder and upper arm)
1808,S40,"Injury, Poison, External","Fracture (Fracture of shoulder girdle, part unspecified)"
1809,S40,"Injury, Poison, External",Dislocation (Dislocation of shoulder joint)
1810,S50,"Injury, Poison, External",Injury (Superficial injury of forearm)
1811,S50,"Injury, Poison, External","Superficial injury of forearm, unspecified"
1812,S50,"Injury, Poison, External",Open wound of forearm
1813,S50,"Injury, Poison, External",Fracture (Fracture of forearm)
1814,S50,"Injury, Poison, External","Dislocation (Dislocation of elbow, unspecified)"
1815,S50,"Injury, Poison, External",Injury (Injury of multiple muscles and tendons at forearm level)
1816,S50,"Injury, Poison, External",Injury (Unspecified injury of forearm)
1817,S60,"Injury, Poison, External",Injury (Superficial injury of wrist and hand)
1818,S60,"Injury, Poison, External",Fracture (Fracture at wrist and hand level)
1819,S60,"Injury, Poison, External",Injury (Injury of unspecified nerve at wrist and hand level)
1820,S60,"Injury, Poison, External",Injury (Unspecified injury of wrist and hand)
1821,S70,"Injury, Poison, External",Injury (Superficial injury of hip and thigh)
1822,S70,"Injury, Poison, External",Fracture (Fracture of femur)
1823,S70,"Injury, Poison, External",Injury (Unspecified injury of hip and thigh)
1824,S80,"Injury, Poison, External",Injury (Superficial injury of lower leg)
1825,S80,"Injury, Poison, External","Injury (Superficial injury of lower leg, unspecified)"
1826,S80,"Injury, Poison, External","Fracture (Fracture of lower leg, part unspecified)"
1827,S80,"Injury, Poison, External",Dislocation of patella
1828,S80,"Injury, Poison, External",Dislocation of knee
1829,S80,"Injury, Poison, External",Injury (Injury of Achilles tendon)
1830,S80,"Injury, Poison, External",Injury (Unspecified injury of lower leg)
1831,S90,"Injury, Poison, External",Injury (Superficial injury of ankle and foot)
1832,S90,"Injury, Poison, External","Fracture (Fracture of foot, unspecified)"
1833,S90,"Injury, Poison, External",Dislocation (Dislocation of ankle joint)
1834,S90,"Injury, Poison, External",Injury (Unspecified injury of ankle and foot)
1835,T00,"Injury, Poison, External",Fracture (Fractures involving multiple body regions)
1836,T00,"Injury, Poison, External",Fracture (Fractures involving head with neck)
1837,T00,"Injury, Poison, External",Fracture (Fractures involving other combinations of body regions)
1838,T00,"Injury, Poison, External","Fracture (Multiple fractures, unspecified)"
1839,T00,"Injury, Poison, External","Dislocation (Multiple dislocations, sprains and strains, unspecified)"
1840,T00,"Injury, Poison, External","Multiple crushing injuries, unspecified"
1841,T08,"Injury, Poison, External","Fracture (Fracture of upper limb, level unspecified)"
1842,T08,"Injury, Poison, External","Fracture (Fracture of lower limb, level unspecified)"
1843,T08,"Injury, Poison, External",Contusion (Superficial injury of unspecified body region)
1844,T08,"Injury, Poison, External",Open wound (Open wound of unspecified body region)
1845,T08,"Injury, Poison, External",Fracture (Fracture of unspecified body region)
1846,T08,"Injury, Poison, External","Dislocation (Dislocation, sprain and strain of unspecified body region)"
1847,T08,"Injury, Poison, External",Injury (Injury of blood vessel(s) of unspecified body region)
1848,T08,"Injury, Poison, External",Injury (Injury of muscles and tendons of unspecified body region)
1849,T08,"Injury, Poison, External","Injury (Injury, unspecified)"
1850,T08,"Injury, Poison, External","Suicide (Injury, unspecified)"
1851,T15,"Injury, Poison, External",Foreign Body (Foreign body in ear)
1852,T15,"Injury, Poison, External",Foreign Body (Foreign body in nostril)
1853,T15,"Injury, Poison, External",Foreign Body (Foreign body in oesophagus)
1854,T20,"Injury, Poison, External",Burn (Burn of unspecified degree of head and neck)
1855,T20,"Injury, Poison, External","Burn (Burn of unspecified degree of shoulder and upper limb, except wrist and hand)"
1856,T20,"Injury, Poison, External",Burn (Burn of unspecified degree of wrist and hand)
1857,T20,"Injury, Poison, External","Burn (Burn of unspecified degree of hip and lower limb, except ankle and foot)"
1858,T20,"Injury, Poison, External",Burn (Burn of unspecified degree of ankle and foot)
1859,T26,"Injury, Poison, External",Burn (Burn of eyelid and periocular area)
1860,T26,"Injury, Poison, External",Burn And Corrosion (Burn of larynx and trachea)
1861,T26,"Injury, Poison, External",Burn (Burn of other and unspecified internal organs)
1862,T29,"Injury, Poison, External",Burn (Burns and corrosions of multiple body regions)
1863,T29,"Injury, Poison, External","Burn (Burns of multiple regions, unspecified degree)"
1864,T29,"Injury, Poison, External","Burn And Corrosion (Burn and corrosion, body region unspecified)"
1865,T29,"Injury, Poison, External","Burn (Burn of unspecified body region, unspecified degree)"
1866,T29,"Injury, Poison, External","Corrosion (Corrosion of unspecified body region, unspecified degree)"
1867,T29,"Injury, Poison, External",Burn (Burns involving less than 10% of body surface)
1868,T36,"Injury, Poison, External","Poisoning (Poisoning: Other and unspecified drugs, medicaments and biological substances)"
1869,T51,"Injury, Poison, External",Toxic effect of alcohol
1870,T51,"Injury, Poison, External",Toxic effect of carbon monoxide
1871,T51,"Injury, Poison, External",Toxic effect: Snake venom
1872,T51,"Injury, Poison, External",Toxic effect: Toxic effect of other specified substances
1873,T66,"Injury, Poison, External",Hypothermia
1874,T66,"Injury, Poison, External",Asphyxiation
1875,T66,"Injury, Poison, External",Effects of hunger
1876,T66,"Injury, Poison, External",Effects of thirst
1877,T66,"Injury, Poison, External","Effect of deprivation, unspecified"
1878,T66,"Injury, Poison, External",Maltreatment syndromes
1879,T66,"Injury, Poison, External",Neglect or abandonment
1880,T66,"Injury, Poison, External",Physical abuse
1881,T66,"Injury, Poison, External",Sexual abuse
1882,T66,"Injury, Poison, External",Effects of other external causes
1883,T66,"Injury, Poison, External",Drowning and nonfatal submersion
1884,T66,"Injury, Poison, External",Motion Sickness
1885,T66,"Injury, Poison, External",Effects of electric current
1886,T66,"Injury, Poison, External","Anaphylactic shock, unspecified"
1887,T66,"Injury, Poison, External","Allergy (Allergy, unspecified)"
1888,T79,"Injury, Poison, External","Certain early complications of trauma, not elsewhere classified"
1889,T79,"Injury, Poison, External","Post-traumatic wound infection, not elsewhere classified"
1890,T79,"Injury, Poison, External",Traumatic shock
1891,T80,"Injury, Poison, External","Complications following infusion, transfusion and therapeutic injection"
1892,T80,"Injury, Poison, External",ABO incompatibility reaction
1893,T80,"Injury, Poison, External",Rh incompatibility reaction
1894,T80,"Injury, Poison, External",Anaphylactic shock due to serum
1895,T80,"Injury, Poison, External","Unspecified complication following infusion, transfusion and therapeutic injection"
1896,T80,"Injury, Poison, External","Complications of procedures, not elsewhere classified"
1897,T80,"Injury, Poison, External","Haemorrhage and haematoma complicating a procedure, not elsewhere classified"
1898,T80,"Injury, Poison, External","Shock during or resulting from a procedure, not elsewhere classified"
1899,T80,"Injury, Poison, External","Disruption of operation wound, not elsewhere classified"
1900,T80,"Injury, Poison, External","Infection following a procedure, not elsewhere classified"
1901,T80,"Injury, Poison, External",Foreign body accidentally left in body cavity or operation wound following a procedure
1902,T80,"Injury, Poison, External",Unspecified complication of procedure
1903,T80,"Injury, Poison, External",Neuroma (Neuroma of amputation stump)
1904,T80,"Injury, Poison, External",Necrosis Of Amputation Stump
1905,V80,"External Causes, Morbidity",Road traffic accident (Person injured in unspecified vehicle accident)
1906,W00,"External Causes, Morbidity",Fall Accident (Other fall from one level to another)
1907,W00,"External Causes, Morbidity",Unspecified fall
1908,W20,"External Causes, Morbidity",Foreign Body (Foreign body or object entering through skin)
1909,W50,"External Causes, Morbidity","Injury (Hit, struck, kicked, twisted, bitten or scratched by another person)"
1910,W50,"External Causes, Morbidity",Animal Bite (Bitten or struck by other mammals)
1911,W50,"External Causes, Morbidity",Insect Bite (Bitten or stung by nonvenomous insect and other nonvenomous arthropods)
1912,W50,"External Causes, Morbidity",Snake bite (Bitten or crushed by other reptiles)
1913,X60,"External Causes, Morbidity","Poisoning (Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances)"
1914,X85,"External Causes, Morbidity",Assault (Assault by corrosive substance)
1915,Y83,"External Causes, Morbidity",Amputation (Amputation of limb(s))
1916,Y83,"External Causes, Morbidity","Surgical procedure, unspecified"
1917,Y83,"External Causes, Morbidity",Kidney dialysis
1918,Y83,"External Causes, Morbidity",Radiological procedure and radiotherapy
1919,Y83,"External Causes, Morbidity",Shock therapy
1920,Y83,"External Causes, Morbidity",Aspiration of fluid
1921,Y83,"External Causes, Morbidity",Urinary catheterization
1922,Y83,"External Causes, Morbidity",Blood-sampling
1923,Y83,"External Causes, Morbidity",Other medical procedure (Other medical procedures)
1924,Y83,"External Causes, Morbidity","Medical procedure, unspecified"
1925,Y85,"External Causes, Morbidity",Sequelae of transport accidents
1926,Y85,"External Causes, Morbidity",Sequelae of intentional self-harm
1927,Y85,"External Causes, Morbidity",Sequelae of assault
1928,Y85,"External Causes, Morbidity",Sequelae of other external causes
1929,Y85,"External Causes, Morbidity",Sequelae of war operations
1930,Y90,"External Causes, Morbidity",Alcohol Intoxication (Moderate alcohol intoxication)
1931,Y90,"External Causes, Morbidity",Alcohol Intoxication (Severe alcohol intoxication)
1932,Y90,"External Causes, Morbidity","Alcohol (Alcohol involvement, not otherwise specified)"
1933,Z00,Contact with Services,"Examination, Encounter (General medical examination)"
1934,Z00,Contact with Services,Examination And Encounter (Routine child health examination)
1935,Z00,Contact with Services,"Examination And Encounter (General psychiatric examination, not elsewhere classified)"
1936,Z00,Contact with Services,Examination And Encounter (Examination of potential donor of organ and tissue)
1937,Z00,Contact with Services,Examination And Encounter (Examination of eyes and vision)
1938,Z00,Contact with Services,Examination And Encounter (Examination of ears and hearing)
1939,Z00,Contact with Services,"Examination, Encounter (Dental examination)"
1940,Z00,Contact with Services,"Examination, Encounter (Gynaecological examination (general)(routine))"
1941,Z00,Contact with Services,"Examination And Encounter (Radiological examination, not elsewhere classified)"
1942,Z00,Contact with Services,"Examination, Encounter (Laboratory examination)"
1943,Z00,Contact with Services,"Examination And Encounter (Special examination, unspecified)"
1944,Z00,Contact with Services,"Examination, Encounter (Examination for driving licence)"
1945,Z00,Contact with Services,"Examination, Encounter (Examination for insurance purposes)"
1946,Z00,Contact with Services,"Examination, Encounter (Issue of medical certificate)"
1947,Z00,Contact with Services,Examination And Encounter (Other examinations for administrative purposes)
1948,Z00,Contact with Services,"Examination And Encounter (Examination for administrative purposes, unspecified)"
1949,Z00,Contact with Services,Observation for suspected tuberculosis
1950,Z00,Contact with Services,"Examination, Encounter (Examination and observation for other specified reasons)"
1951,Z00,Contact with Services,Examination And Encounter (Routine general health check-up of defined subpopulation)
1952,Z00,Contact with Services,Examination And Encounter (Occupational health examination)
1953,Z00,Contact with Services,Special screening examination for infections with a predominantly sexual mode of transmission
1954,Z00,Contact with Services,Special screening examination for human immunodeficiency virus [HIV]
1955,Z00,Contact with Services,Special screening examination for neoplasms
1956,Z00,Contact with Services,Special screening examination for neoplasm of cervix
1957,Z00,Contact with Services,Special screening examination for diabetes mellitus
1958,Z00,Contact with Services,"Special screening examination, unspecified"
1959,Z20,Contact with Services,Contact with and exposure to communicable diseases
1960,Z20,Contact with Services,Contact with and exposure to tuberculosis
1961,Z20,Contact with Services,Contact with and exposure to infections with a predominantly sexual mode of transmission
1962,Z20,Contact with Services,Contact with and exposure to rabies
1963,Z20,Contact with Services,HIV (Contact with and exposure to human immunodeficiency virus [HIV])
1964,Z20,Contact with Services,Contact with and exposure to other communicable diseases
1965,Z20,Contact with Services,HIV (Asymptomatic human immunodeficiency virus [HIV] infection status)
1966,Z20,Contact with Services,Carrier of infectious disease
