Indicator ID,HMIS Category 1,HMIS Category 2,HMIS Category 3,HMIS Category 4,Indicator Title,Definition,Class,Datatype,Formula Type,Formula: Numerator,Formula: Denominator,Formula: Multiplier,Interpretation,Disaggregation,Recommendation,Primary Sources,Reporting Frequency,Applicable Reporting Units,Instruments,HSTP Indicator Map,WHO IMR Mappings,Logical Groupings,Notes
P1.6,P1: Quality of health services,,,,Serious adverse transfusion incidents and reactions,The proportion of serious adverse transfusion incidents and  reactions occurred  due to blood transfusion ,Indicator,Numeric,Indicator,Number of serious adverse transfusion incidents and  reactions occurred ,Total number of transfusion given ,100,"This indicator is a measure of the percentage of safe transfusions in hospitals.

Serious adverse incident: A case where the patient is transfused with a blood component that did not meet all the requirements for a suitable transfusion for that patient, or was intended for another patient and that might lead to death or a life-threatening, disabling or incapacitating condition or which results in, or prolongs, hospitalization or morbidity.
A serious adverse incident may be due to transfusion errors or to deviations from standard operating procedures or hospital policies that have led to mistransfusion. It may or may not lead to a serious adverse reaction.

Serious adverse reaction: An undesirable response or effect in a patient associated with the administration of blood or blood components that is fatal, life-threatening, disabling or incapacitating or which results in, or prolongs,
 Hospitalization or morbidity.

Types of serious adverse reactions are:
Immunological hemolysis due to ABO incompatibility
Non-immunological hemolysis
Anaphylaxis/hypersensitivity
Transfusion-related acute lung injury (TRALI)
Graft versus host disease
Transfusion-associated HIV-1/2 , HBV , HCV infections
Transfusion-associated circulatory overload
Other serious adverse transfusion reactions",None,,Transfusing facilities report,Monthly,"Hospital, RHB, FMOH",,,,,
P3.1,P3: Pharmaceutical Supply and Services,,,,Essential drugs availability,The number of months in which tracer drug was available averaged over all tracer drugs during the month ,Indicator,Numeric,Indicator,∑ (tracer drugs x months available),∑ tracer drugs x ∑ total number of months in time period,100,"Essential drugs should always be available.  Essential drug availability is the proportion of months in the time period under consideration for which given tracer drug was available when needed.  The availability can be averaged over several tracer drugs to give a general picture of availability.

[MUST REFERENCE TRACER DRUGS AVAILABILITY TABLE]
","Facility: Health center, Primary Hospital, General Hospital, Tertiary Hospital",,"Any month in which a drug unavailability is experienced, even for only 1 day, is reported as a month in which the drug was unavailable when needed.  This information is available from records kept at the facility dispensary.",Monthly,"HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,[MUST REFERENCE TRACER DRUGS AVAILABILITY TABLE]
P5.1,P5: Evidence Based Decision Making,,,,Integrated Supportive supervision,"Proportion of supportive supervision visits received, with written feedback provided at the time of supervision ",Indicator,Numeric,Indicator,Number of supervisory visits with written feedback received ,Number of supervisory visits expected per specified time period,100,"An integrated supportive supervision performed by a team that looks into all aspects of health institutions operations, both clinical and administrative-includes HMIS recording reporting and data quality status.  Supervision is one of the tools for performance review and improvement, The number of received supervisory visits is to be reported by the receiving, not the providing, institution. ","Facility type: health post,  health center, hospital WorHo, ZHD, RHB",,Administrative records: supervisory visit log book/HMIS minute book,Quarterly,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
P5.2,P5: Evidence Based Decision Making,,,,Reporting completeness,Proportion of routine health and administrative reports that were received by the health institution & health administrative level ,Indicator,Numeric,Indicator,Total number of reports received during a given time period ,Total number of reports expected,100,"The more complete the data, the better it reflects the services provided in the catchment area.  Ideally, 100% completeness is the standard.  This standard is not impossible and has been achieved by several regions. The minimum acceptable level of report completeness is 90%. A lower level of completeness compromises the reliability of data.  This indicator shows representative completeness (reports received from the total number of reports expected), it does not show content completeness. ","Facility type: health post,  health center, hospital, WoHo, ZHD, RHB ",,"HMIS minute book / e-HMIS Report tracker, routine reports submission check sheet",Monthly,"HC/Clinic, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
P5.3,P5: Evidence Based Decision Making,,,,Reporting timeliness,Proportion of routine health and administrative reports that were received within the specified time. ,Indicator,Numeric,Indicator,Number of reports received according to schedule ,The number of reports expected. ,100,"Timeliness refers to the reports received within a defined schedule of a given reporting period.  As with completeness, 90% is a minimum level of acceptable timeliness. Late data is of little value in making prompt decisions that really affect performance ","Facility type: health center, WorHo, ZHD, RHB",,"HMIS minute book / e-HMIS Report tracker, routine reports submission check sheet",Monthly,"HC/Clinic, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
P5.4,P5: Evidence Based Decision Making,,,,Data quality assurance (LQAS at HF),"Correspondence between data reported and data recorded in registers and patient / client records, as measured by a Lot Quality Assurance Sample (LQAS). 

The quality of HMIS data can be estimated using a sample of 12 data elements and comparing the results with a standard LQAS table. Selected elements from the report submitted to the woreda are compared with the tallies and register sums that are the sources these data elements.

Each facility reports a Yes or No indicating whether it achieved >=85% data quality rate using the LQAS method.",Indicator,N/A,Custom,N/A,,,"Discrepancies between data compiled, reported and events recorded in patient / client records are a major source of error and contribute to the poor quality of data. 
 

LQAS provides a quick and reliable method for comparing compiled, recorded and reported data.  LQAS is the standard methodology of taking 12 samples from registers/records for comparison with reports. Compiled, recorded and reported data should correspond above 85% with LQAS results. LQAS is relevant to facilities only, where it is used for self-assessment. It is repeated by the supervising institution to corroborate the results. 

If a high proportion of the numbers are the same, then the quality of the data can be assumed to be high; if a low proportion is the same, then the quality of the data is low. ",None,,"Family Folder, Tally sheet, Registers, HMIS monthly report ",Monthly,"HP, HC/Clinic, Hospital",,,,,"LQAS is not calculated using a numerator, denominator, and multiplier. The brief description for calculating the indicator was placed in the Definition field. The full description for LQAS is available in the HMIS Information Use and Data Quality Training Manual (January 2014)."
CB1.1,CB1: Health Infrastructure,,,,Functional facility to population ratio,"The rate of functional facility to total population.

Full Formula: 1:(Population/(Total number of functional facilities))",Indicator,Numeric,Ratio,Total number of functional facilities,Total Population,,Functional facility to population ratio is calculated as the total population in the catchment area divided by the total number of facilities (by type during a given time period) (usually one year). Functional facility to population ratio is an important indicator of equity; it can highlight priority areas. ,"Facility type: health post, health center, hospital 

Ownership: Public, Private ",,Administrative report,Annually,"WorHO, ZHD/ScHO, RHB, FMOH",,,,,"Ratio Formula - According to the calculation used in the eHMIS, Total Population belongs in the numerator and Total number of functional facilities belongs in the denominator."
CB1.2,CB1: Health Infrastructure,,,,Health institutions newly constructed and upgraded,Number of facilities newly constructed and upgraded/renovated,Indicator,Numeric,Count,Number of facilities newly constructed and upgraded,,,Number of facilities newly constructed considers new construction of health facilities within the respective woreda or higher level at a given period of time. Upgrading refers to some level of expanding existing health facility to upgrade the level of service. It indicates upgrading previously existing clinics to health center status and health centers to hospital level by adding required number of blocks etc. Both new construction and upgrading indicates the level of investment in health physical infrastructure.  ,"Facility type: health post,  health center, hospital

Newly constructed, upgraded/renovated",,Administrative report,Annually,"WorHO, ZHD/ScHO, RHB, FMOH",,,,,
CB1.3,CB1: Health Infrastructure,,,,Health institutions with functional infrastructure,"Proportion of health institutions with electricity, water supply and functional sanitation facilities.",Indicator,Numeric,Indicator,"Number of health facilities with A. functional electricity, B. water supply and C. sanitation facilities",Total number of health facilities,100,"Health institutions need electricity, water supply and functional sanitation facilities to optimally carry out service.   Absence of any of electricity, water and sanitation limits the facility’s scope for diagnosis and treatment. Functional sanitation facilities = placenta pit, incinerator, drainage, latrine. ","Facility type: health post,  health center, hospital ",,Administrative report,Annually,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,The text in the original HMIS definition was incorrect and unclear. The definition was corrected based on the calculations used in the eHMIS.
CB1.4,CB1: Health Infrastructure,,,,Primary health care coverage,"Proportion of population who have access to primary health care",Indicator,Numeric,Indicator,"(∑HC with 5 satellite HP*25,000) + (additional  HP*5000)  ",Total population,100,"In the past, primary health coverage has been estimated through facilities’ expected catchment populations.  This is a bit theoretical and does not take account of geographic barriers.  In addition, care must be taken not to double count the catchment areas of HC and HP.  However, taking account of geographical factors to estimate the proximity of villages to the facility requires a complex investigation.  It will likely take some time before these geographic considerations can be taken into account.   It is a proxy indicator of equity in service access, it provides primary health care coverage estimates: geographical access within 2 hours walking distance and population based, as primary coverage may also be estimated by the theoretical formula that has been used in the past.  This formula assumes that a HP covers 5,000 persons and HC 25,000 persons, minus the population covered by HP.  One PHCU is for 25,000 people. This helps health coverage planning in both rural and urban contexts.  In terms of time needed to reach the health facility, 10 km can be equated to two hours of traveling time. ",None,,Administrative report,Annually,"WorHO, ZHD/ScHO, RHB, FMOH",,,,,
CB2.1,CB2: Human Capital and leadership,,,,Health staff to population ratio by category,"Health Staff to population ratio by category (doctor, health officer, nurse, midwife, pharmacist, laboratory, ESO, anesthesia and health extension worker).

Full Formula: 1:((Total population)/(Total number of health workers at the end of the year))",Indicator,Numeric,Ratio,Total Population,Total number of health workers in category at the end of the year,,"Adequate staffing indicates appropriateness and regularity in service provision and also suggests access to services.  It can suggest priority areas for increasing staff according to equity standards.  However, care should be used in its interpretation; population densities and geographic conditions are also powerful influences on staffing needs. Staffs who left for training should be counted","Health worker: Doctor, Health Officer, Nurse, Midwife, Pharmacist, Laboratory , ESO, anesthesia and health extension worker 


Disaggregation by sex: Male/Female",,"Facility personnel records, Administrative reports ",Annually,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,"Ratio Formula - According to the calculation used in the eHMIS, Total Population belongs in the numerator and Total number of health workers in each category at the end of the year belongs in the denominator."
CB2.2,CB2: Human Capital and leadership,,,,Health staff skills mix,"Distribution of HRH by occupation, specialization or other skill related characteristics",Indicator,Numeric,Indicator,"Number of physicians, nurses , and midwives(or other categories of health service providers)",Total number of health workers,,"Adequate staffing indicates appropriateness and regularity in service provision and also suggests access to services.  It can suggest priority areas for increasing staff according to equity standards.  However, care should be used in its interpretation; population densities and geographic conditions are also powerful influences on staffing needs. ","Health worker: doctor, health officer, nurse, midwife, pharmacy, laboratory , ESO and  Anesthesia and health extension worker ",,"Facility personnel records, Administrative reports",Annually,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
CB2.3,CB2: Human Capital and leadership,,,,Health professional attrition rate,"Proportion of health professional staff leaving a health institution in a given period of time ",Indicator,Numeric,Indicator,Number of staff  leaving (by category),"Total number of staff at the beginning of the year 

(By category)",100,"Attrition rate is measured annually, by category (doctor, midwife, health extension worker). It is the difference between the staff at the beginning of the year and at the end of the year. This indicator suggests potential priority locations for staff deployment and strengthening. High attrition rate affects smooth flow of service provision and it can also affect the quality of service delivery.  Attrition rate is calculated as the total number of staff leaving divided by the total number of staff at the beginning of the period in the catchment area during a given time period (usually one year). ","Health workers: doctor, health officer, nurse, midwife, and health extension workers ",,"Facility personnel records, Administrative reports",Annually,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
CB2.4,CB2: Human Capital and leadership,,,,Facilities staffed as per the standard,"Proportion of health facilities (Hospital, Health Center & Health post) staffed as per the standards ",Indicator,Numeric,Indicator,Number of health institutions meeting staffing standard for particular category,Total number of Facilities,100,"Monitoring the recruitment of newly trained health workers into the national health labor market is critical in order to reduce inefficiencies in the hiring system, identify potential gaps between supply and demand for health workers, and monitor achievements in health workforce planning.","Health workers: doctor, ESO, health officer, nurse, midwife, HEWs",,Administrative report,Annually,"HP, HC/Clinic, Hospital, WorHO, ZHD/ScHO, RHB, FMOH",,,,,
